role,jobTitle,location,salary
manager,Product Manager,Atlanta,108683
employee,Marketing Coordinator,Boston,129640
employee,Data Scientist,Atlanta,70226
manager,Engineering Manager,San Francisco,165044
employee,Data Scientist,Seattle,81978
hr,HR Business Partner,Boston,96635
employee,QA Tester,Seattle,91465
employee,Sales Development Rep,New York,130172
hr,Compensation Analyst,Boston,102311
employee,Account Executive,Denver,109842
hr,HR Generalist,Chicago,77253
employee,Software Engineer,Los Angeles,73064
employee,Data Scientist,Miami,77070
employee,Marketing Coordinator,Seattle,130327
manager,Product Manager,Los Angeles,133573
manager,Sales Manager,Miami,127291
employee,Cloud Architect,Chicago,95913
employee,Software Engineer,Austin,68629
employee,DevOps Engineer,Los Angeles,95595
employee,Account Executive,Miami,109134
employee,QA Tester,Chicago,86628
manager,Project Manager,Atlanta,108649
employee,Marketing Coordinator,Boston,125755
employee,Senior Software Engineer,Seattle,79510
employee,Senior Software Engineer,Miami,71352
employee,Account Executive,Seattle,123644
manager,Director of Operations,Austin,131904
employee,Graphic Designer,Boston,117804
employee,Account Executive,Los Angeles,125866
employee,Graphic Designer,San Francisco,121487
employee,UI/UX Designer,Boston,106877
employee,Cloud Architect,San Francisco,108342
employee,Data Scientist,New York,91744
employee,Senior Software Engineer,Los Angeles,76679
employee,UI/UX Designer,Los Angeles,109111
employee,Account Executive,Boston,123077
employee,SEO Specialist,Atlanta,113969
employee,Senior Software Engineer,Austin,74020
employee,Cloud Architect,San Francisco,115633
employee,Cloud Architect,Atlanta,83918
hr,Compensation Analyst,San Francisco,103479
employee,Senior Software Engineer,Boston,80000
employee,Account Executive,Atlanta,100384
employee,Sales Development Rep,San Francisco,127522
employee,Sales Development Rep,Seattle,116762
employee,Cloud Architect,Los Angeles,95391
employee,Account Executive,Boston,123275
employee,Cloud Architect,Los Angeles,97453
employee,Senior Software Engineer,Seattle,80198
hr,Technical Recruiter,Seattle,83696
manager,Director of Operations,Los Angeles,151655
manager,Product Manager,Chicago,128219
employee,SEO Specialist,New York,139652
employee,Sales Development Rep,Atlanta,96368
manager,Engineering Manager,Atlanta,117738
manager,Director of Operations,Miami,144723
employee,Data Scientist,Atlanta,71225
employee,Data Scientist,Chicago,77394
manager,Engineering Manager,Denver,131060
employee,Data Scientist,Boston,86283
employee,Senior Software Engineer,Austin,69699
employee,Marketing Coordinator,Austin,117017
employee,Senior Software Engineer,Austin,72795
employee,DevOps Engineer,Denver,86625
employee,Senior Software Engineer,Atlanta,69128
employee,Sales Development Rep,New York,128174
employee,DevOps Engineer,Miami,91365
employee,SEO Specialist,Denver,120542
employee,DevOps Engineer,Chicago,92706
employee,Graphic Designer,Chicago,100499
manager,Project Manager,Chicago,116287
employee,Senior Software Engineer,Miami,71118
employee,UI/UX Designer,Chicago,104453
employee,DevOps Engineer,San Francisco,106953
manager,Director of Operations,Miami,144439
manager,Product Manager,Los Angeles,126265
employee,DevOps Engineer,Chicago,85171
employee,UI/UX Designer,Denver,98691
employee,QA Tester,San Francisco,98634
employee,Account Executive,Los Angeles,120474
employee,Data Scientist,Seattle,83808
employee,Cloud Architect,Atlanta,83727
employee,QA Tester,Austin,79458
hr,Compensation Analyst,Boston,99088
employee,Graphic Designer,San Francisco,127775
employee,Graphic Designer,Miami,101154
employee,QA Tester,Denver,81041
employee,Sales Development Rep,San Francisco,132440
employee,SEO Specialist,Miami,118789
employee,Cloud Architect,Chicago,93743
manager,Director of Operations,Boston,161244
manager,Director of Operations,San Francisco,170340
employee,Sales Development Rep,Miami,104470
manager,Engineering Manager,Los Angeles,147190
employee,Sales Development Rep,Seattle,119509
employee,SEO Specialist,Los Angeles,126021
employee,DevOps Engineer,San Francisco,106884
hr,HR Business Partner,Miami,87634
employee,Senior Software Engineer,Atlanta,68099
manager,Sales Manager,Atlanta,121926
employee,Senior Software Engineer,San Francisco,89183
employee,Senior Software Engineer,Austin,72902
employee,Account Executive,New York,134030
manager,Project Manager,Los Angeles,128955
employee,Account Executive,Atlanta,104712
hr,Compensation Analyst,Seattle,94388
employee,Account Executive,Seattle,120959
employee,Sales Development Rep,Seattle,120441
employee,Cloud Architect,Chicago,99222
employee,Marketing Coordinator,Chicago,124571
employee,Marketing Coordinator,San Francisco,146585
employee,Sales Development Rep,Atlanta,100826
employee,Graphic Designer,Chicago,109621
employee,Software Engineer,Atlanta,61662
employee,SEO Specialist,Chicago,122368
employee,Software Engineer,Atlanta,61778
employee,DevOps Engineer,Atlanta,79798
manager,Sales Manager,Chicago,125848
employee,Account Executive,New York,131306
employee,UI/UX Designer,Los Angeles,101692
employee,Data Scientist,Atlanta,69265
employee,SEO Specialist,Seattle,128374
employee,DevOps Engineer,Los Angeles,93818
employee,Data Scientist,Miami,79884
employee,Graphic Designer,San Francisco,127345
employee,Senior Software Engineer,Chicago,71263
employee,Graphic Designer,Seattle,109975
employee,DevOps Engineer,San Francisco,101744
employee,Graphic Designer,Austin,106708
employee,DevOps Engineer,New York,104850
employee,Senior Software Engineer,Miami,70360
employee,DevOps Engineer,Seattle,97489
employee,Marketing Coordinator,Miami,119480
employee,UI/UX Designer,Chicago,99877
employee,Account Executive,Atlanta,108026
employee,SEO Specialist,New York,141240
employee,Sales Development Rep,San Francisco,134936
employee,Sales Development Rep,Denver,108302
employee,Marketing Coordinator,Chicago,126557
employee,SEO Specialist,San Francisco,152415
manager,Project Manager,Austin,117400
employee,Senior Software Engineer,Denver,70116
manager,Sales Manager,San Francisco,155496
employee,Graphic Designer,San Francisco,125049
employee,Cloud Architect,Seattle,96722
manager,Director of Operations,Atlanta,124396
manager,Director of Operations,New York,158156
employee,Data Scientist,Boston,86073
employee,Cloud Architect,Chicago,95183
employee,Software Engineer,Chicago,68197
hr,HR Business Partner,Atlanta,80514
employee,UI/UX Designer,Denver,98090
employee,Sales Development Rep,Miami,103189
employee,DevOps Engineer,Austin,86569
employee,Sales Development Rep,Atlanta,96011
manager,Product Manager,New York,141013
employee,SEO Specialist,Miami,129573
employee,Cloud Architect,New York,110790
employee,Account Executive,Los Angeles,119994
employee,SEO Specialist,Los Angeles,132225
employee,Account Executive,Denver,107193
employee,QA Tester,Austin,82316
manager,Sales Manager,Denver,121513
employee,Cloud Architect,Chicago,96834
hr,Compensation Analyst,Austin,91490
employee,SEO Specialist,Austin,116791
hr,HR Generalist,Austin,74819
employee,QA Tester,Boston,90291
employee,Data Scientist,Denver,72833
employee,Graphic Designer,Austin,101581
manager,Director of Operations,Chicago,139261
manager,Director of Operations,Atlanta,126283
manager,Project Manager,Chicago,119538
employee,Marketing Coordinator,Chicago,122724
manager,Project Manager,Austin,120269
manager,Engineering Manager,Denver,127474
manager,Project Manager,San Francisco,140345
employee,Data Scientist,Los Angeles,78853
employee,Marketing Coordinator,New York,134366
employee,SEO Specialist,Los Angeles,135725
employee,Sales Development Rep,Chicago,112644
employee,Graphic Designer,Los Angeles,109926
manager,Sales Manager,Seattle,145995
employee,QA Tester,Boston,94706
employee,Software Engineer,Los Angeles,70116
manager,Product Manager,Los Angeles,133505
manager,Director of Operations,Denver,131881
employee,Software Engineer,Denver,67643
hr,Technical Recruiter,New York,89244
employee,Senior Software Engineer,San Francisco,89055
employee,QA Tester,Los Angeles,91717
employee,Software Engineer,Austin,69271
employee,Senior Software Engineer,Boston,81355
employee,Cloud Architect,San Francisco,114368
employee,Marketing Coordinator,Atlanta,113486
hr,Technical Recruiter,Miami,82962
manager,Engineering Manager,Chicago,135711
employee,DevOps Engineer,Chicago,93678
employee,Data Scientist,Boston,90498
employee,Data Scientist,San Francisco,96305
hr,Compensation Analyst,Los Angeles,92427
employee,Marketing Coordinator,Miami,122193
employee,Marketing Coordinator,Seattle,127463
employee,Graphic Designer,Los Angeles,115498
employee,SEO Specialist,Boston,140474
employee,Cloud Architect,Los Angeles,100842
employee,Software Engineer,Atlanta,59732
employee,UI/UX Designer,Austin,99597
employee,UI/UX Designer,Denver,93149
employee,Data Scientist,New York,90218
employee,UI/UX Designer,Boston,107667
manager,Product Manager,Boston,138108
hr,HR Business Partner,New York,100806
employee,SEO Specialist,Denver,122056
employee,Account Executive,Denver,114454
employee,Sales Development Rep,Denver,109265
hr,HR Business Partner,Denver,82682
employee,Sales Development Rep,Chicago,115515
employee,Cloud Architect,Austin,94525
manager,Project Manager,Miami,113454
hr,HR Business Partner,Chicago,83833
employee,Graphic Designer,Los Angeles,114836
hr,Technical Recruiter,Chicago,78238
employee,Graphic Designer,Atlanta,96124
employee,DevOps Engineer,Los Angeles,91740
hr,Compensation Analyst,Austin,89416
employee,Senior Software Engineer,Chicago,73002
employee,UI/UX Designer,Los Angeles,99558
hr,HR Business Partner,Boston,94274
employee,QA Tester,Boston,88219
employee,Account Executive,Los Angeles,116104
employee,Software Engineer,San Francisco,78975
manager,Director of Operations,Denver,139424
employee,Data Scientist,Los Angeles,84225
employee,SEO Specialist,Austin,117233
employee,Data Scientist,Atlanta,72580
employee,Senior Software Engineer,San Francisco,90325
employee,SEO Specialist,New York,150057
employee,UI/UX Designer,Miami,93284
employee,Graphic Designer,Atlanta,90358
employee,DevOps Engineer,Austin,89371
employee,Marketing Coordinator,Austin,114045
employee,Graphic Designer,Miami,105594
manager,Product Manager,Chicago,125681
employee,SEO Specialist,San Francisco,148675
employee,Data Scientist,Los Angeles,79882
hr,HR Business Partner,Atlanta,77860
employee,DevOps Engineer,Los Angeles,95903
employee,Graphic Designer,Los Angeles,111952
employee,UI/UX Designer,Boston,114093
employee,SEO Specialist,Boston,138997
employee,Software Engineer,Boston,72962
employee,UI/UX Designer,San Francisco,120609
employee,Graphic Designer,San Francisco,123258
employee,QA Tester,New York,97526
employee,Data Scientist,Seattle,82035
employee,Marketing Coordinator,Atlanta,107243
employee,SEO Specialist,Atlanta,116320
employee,Marketing Coordinator,Miami,124112
employee,Senior Software Engineer,Seattle,80381
employee,Senior Software Engineer,New York,81276
employee,Cloud Architect,Chicago,91752
employee,Marketing Coordinator,Atlanta,110767
employee,Sales Development Rep,Chicago,110255
employee,QA Tester,Boston,93170
manager,Engineering Manager,New York,158918
employee,UI/UX Designer,Austin,97249
employee,Graphic Designer,Seattle,107027
employee,SEO Specialist,New York,150701
hr,Technical Recruiter,Boston,92351
employee,DevOps Engineer,Denver,82946
employee,Graphic Designer,Boston,113070
employee,Marketing Coordinator,Miami,121861
manager,Sales Manager,San Francisco,156277
employee,Graphic Designer,Miami,102902
employee,Senior Software Engineer,Atlanta,65791
employee,QA Tester,Atlanta,75397
employee,Marketing Coordinator,Denver,113705
employee,SEO Specialist,New York,139990
manager,Sales Manager,Atlanta,116249
employee,Marketing Coordinator,New York,141752
employee,Graphic Designer,Chicago,107568
manager,Sales Manager,Boston,139338
manager,Engineering Manager,New York,153861
employee,UI/UX Designer,Seattle,109293
employee,DevOps Engineer,Chicago,91835
employee,Senior Software Engineer,Atlanta,67433
employee,UI/UX Designer,San Francisco,123827
employee,Graphic Designer,San Francisco,119371
manager,Director of Operations,Chicago,145919
manager,Engineering Manager,New York,160206
manager,Director of Operations,Seattle,155942
employee,Marketing Coordinator,Miami,113954
employee,Software Engineer,Atlanta,62350
employee,Sales Development Rep,Austin,105210
employee,Software Engineer,San Francisco,78685
hr,HR Business Partner,Los Angeles,86009
employee,UI/UX Designer,Seattle,102762
employee,UI/UX Designer,Austin,99885
employee,UI/UX Designer,Austin,96369
manager,Project Manager,Chicago,119415
employee,Sales Development Rep,Boston,121393
employee,Graphic Designer,New York,117458
employee,Account Executive,New York,130357
employee,Account Executive,Chicago,117145
employee,UI/UX Designer,Boston,104066
employee,Data Scientist,San Francisco,94717
employee,Cloud Architect,Boston,104939
employee,QA Tester,Atlanta,76608
employee,Account Executive,Los Angeles,122419
employee,Data Scientist,Atlanta,68349
employee,SEO Specialist,San Francisco,156901
manager,Product Manager,Chicago,122026
employee,Sales Development Rep,Austin,106721
employee,Graphic Designer,Seattle,109284
employee,Senior Software Engineer,Seattle,80041
employee,Data Scientist,Seattle,84454
employee,Senior Software Engineer,Chicago,76671
employee,Senior Software Engineer,New York,81619
employee,Data Scientist,New York,92832
employee,SEO Specialist,Chicago,130551
employee,QA Tester,Miami,82629
employee,Cloud Architect,Chicago,90446
manager,Engineering Manager,New York,156018
employee,Senior Software Engineer,Boston,83963
employee,SEO Specialist,Austin,122365
employee,Senior Software Engineer,Atlanta,65833
employee,QA Tester,Atlanta,73466
employee,Data Scientist,Austin,79249
employee,Senior Software Engineer,Chicago,73336
employee,Cloud Architect,Atlanta,82267
hr,Compensation Analyst,San Francisco,106115
hr,HR Generalist,Boston,81144
employee,DevOps Engineer,Chicago,91144
manager,Project Manager,Miami,123982
employee,QA Tester,Seattle,86180
employee,UI/UX Designer,Austin,99249
employee,Data Scientist,Seattle,86000
employee,Cloud Architect,Seattle,105549
employee,Senior Software Engineer,San Francisco,83990
employee,Marketing Coordinator,Austin,113575
employee,Cloud Architect,Boston,103755
manager,Director of Operations,Austin,132885
employee,Cloud Architect,Seattle,100692
employee,Marketing Coordinator,Seattle,134610
hr,HR Generalist,Los Angeles,82315
manager,Sales Manager,San Francisco,164015
employee,Graphic Designer,Miami,102170
employee,SEO Specialist,Chicago,126398
